PLAYER_NAME,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG
Stephen Curry,3PT Field Goal,Above the Break 3,27,173,220,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,-206,180,0
Stephen Curry,2PT Field Goal,Mid-Range,20,-142,146,0
Stephen Curry,3PT Field Goal,Above the Break 3,29,-9,295,0
Stephen Curry,3PT Field Goal,Above the Break 3,27,159,222,0
Stephen Curry,3PT Field Goal,Above the Break 3,24,-119,215,1
Stephen Curry,2PT Field Goal,Mid-Range,17,-70,158,1
Stephen Curry,3PT Field Goal,Above the Break 3,24,-71,235,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,82,256,1
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,-42,22,1
Stephen Curry,3PT Field Goal,Above the Break 3,30,173,253,0
Stephen Curry,3PT Field Goal,Left Corner 3,23,-232,47,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,-40,26,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,-180,183,0
Stephen Curry,3PT Field Goal,Above the Break 3,28,184,214,1
Stephen Curry,3PT Field Goal,Above the Break 3,25,-146,209,1
Stephen Curry,3PT Field Goal,Above the Break 3,26,169,208,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,-71,248,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,232,101,0
Stephen Curry,3PT Field Goal,Above the Break 3,26,-86,252,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,105,251,0
Stephen Curry,2PT Field Goal,Restricted Area,2,17,15,0
Stephen Curry,2PT Field Goal,Mid-Range,12,-92,80,0
Stephen Curry,3PT Field Goal,Above the Break 3,25,170,193,1
Stephen Curry,2PT Field Goal,Restricted Area,2,18,20,0
Stephen Curry,2PT Field Goal,Mid-Range,14,-86,122,0
Stephen Curry,2PT Field Goal,Restricted Area,2,23,16,1
Stephen Curry,3PT Field Goal,Above the Break 3,28,91,267,0
Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,-15,46,1
Stephen Curry,2PT Field Goal,Restricted Area,2,-17,13,1
Stephen Curry,3PT Field Goal,Above the Break 3,27,129,243,1
Stephen Curry,3PT Field Goal,Above the Break 3,29,-4,290,0
Stephen Curry,3PT Field Goal,Above the Break 3,29,1,294,1
Stephen Curry,2PT Field Goal,Mid-Range,15,70,142,1
Stephen Curry,3PT Field Goal,Right Corner 3,23,225,74,1
LeBron James,2PT Field Goal,Mid-Range,17,-47,172,0
LeBron James,2PT Field Goal,Restricted Area,0,2,5,1
LeBron James,2PT Field Goal,Mid-Range,12,-119,32,0
LeBron James,2PT Field Goal,Restricted Area,0,1,8,1
LeBron James,2PT Field Goal,Mid-Range,12,-82,89,0
LeBron James,2PT Field Goal,Restricted Area,0,-6,1,1
LeBron James,2PT Field Goal,Restricted Area,1,13,9,1
LeBron James,3PT Field Goal,Above the Break 3,25,0,251,1
LeBron James,2PT Field Goal,Restricted Area,1,-11,8,1
LeBron James,2PT Field Goal,Restricted Area,1,0,14,1
LeBron James,3PT Field Goal,Above the Break 3,26,-123,231,1
LeBron James,3PT Field Goal,Above the Break 3,28,2,289,1
LeBron James,2PT Field Goal,Mid-Range,18,-118,146,0
LeBron James,2PT Field Goal,Mid-Range,20,38,204,0
LeBron James,2PT Field Goal,Restricted Area,2,15,20,1
LeBron James,2PT Field Goal,Mid-Range,18,-146,116,1
LeBron James,3PT Field Goal,Above the Break 3,27,-58,268,0
LeBron James,2PT Field Goal,Mid-Range,19,114,162,1
LeBron James,3PT Field Goal,Above the Break 3,27,143,235,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),4,33,33,0
LeBron James,3PT Field Goal,Above the Break 3,26,114,241,1
LeBron James,3PT Field Goal,Above the Break 3,27,-168,223,0
LeBron James,3PT Field Goal,Above the Break 3,25,39,256,0
LeBron James,2PT Field Goal,Mid-Range,19,-1,191,0
LeBron James,3PT Field Goal,Above the Break 3,26,223,134,0
LeBron James,2PT Field Goal,In The Paint (Non-RA),9,-43,89,1
LeBron James,3PT Field Goal,Above the Break 3,25,-202,157,1
LeBron James,2PT Field Goal,Restricted Area,2,-20,21,1
LeBron James,3PT Field Goal,Above the Break 3,25,146,211,1
LeBron James,3PT Field Goal,Above the Break 3,24,194,157,0
LeBron James,2PT Field Goal,Restricted Area,1,12,14,1
LeBron James,2PT Field Goal,Restricted Area,1,12,13,1
LeBron James,3PT Field Goal,Above the Break 3,26,31,264,0
LeBron James,2PT Field Goal,Restricted Area,1,7,13,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),12,-53,111,0
LeBron James,2PT Field Goal,Mid-Range,12,-110,52,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),7,-71,10,1
LeBron James,2PT Field Goal,Restricted Area,2,12,27,1
LeBron James,2PT Field Goal,Mid-Range,12,119,19,0
LeBron James,3PT Field Goal,Above the Break 3,26,-1,260,1
LeBron James,2PT Field Goal,Restricted Area,2,-12,26,1
LeBron James,3PT Field Goal,Above the Break 3,25,72,246,0
LeBron James,3PT Field Goal,Above the Break 3,29,-129,262,1
LeBron James,2PT Field Goal,Restricted Area,3,-18,33,0
LeBron James,3PT Field Goal,Above the Break 3,25,-153,210,1
LeBron James,3PT Field Goal,Above the Break 3,30,-190,236,1
LeBron James,3PT Field Goal,Above the Break 3,26,-1,264,0
LeBron James,2PT Field Goal,Mid-Range,15,62,144,0
LeBron James,2PT Field Goal,Restricted Area,2,5,29,1
LeBron James,2PT Field Goal,Mid-Range,13,-91,100,0
LeBron James,2PT Field Goal,Restricted Area,0,0,5,1
LeBron James,3PT Field Goal,Above the Break 3,25,-214,133,0
LeBron James,3PT Field Goal,Above the Break 3,26,-110,236,1
LeBron James,3PT Field Goal,Above the Break 3,27,66,267,0
LeBron James,2PT Field Goal,In The Paint (Non-RA),4,27,37,0
LeBron James,3PT Field Goal,Above the Break 3,27,-132,243,1
LeBron James,2PT Field Goal,Restricted Area,1,-2,14,1
LeBron James,3PT Field Goal,Above the Break 3,29,-6,299,1
LeBron James,2PT Field Goal,Mid-Range,18,-174,74,0
LeBron James,2PT Field Goal,Restricted Area,1,4,14,1
LeBron James,2PT Field Goal,Restricted Area,2,0,24,1
LeBron James,3PT Field Goal,Left Corner 3,23,-232,-4,0
LeBron James,2PT Field Goal,Restricted Area,2,-20,4,1
LeBron James,2PT Field Goal,Mid-Range,23,-94,214,0
LeBron James,2PT Field Goal,In The Paint (Non-RA),4,29,31,0
LeBron James,2PT Field Goal,Restricted Area,1,-16,5,1
LeBron James,2PT Field Goal,Restricted Area,2,7,25,1
LeBron James,2PT Field Goal,Mid-Range,10,-108,-2,0
LeBron James,2PT Field Goal,Restricted Area,3,17,35,1
LeBron James,2PT Field Goal,Restricted Area,0,-2,8,1
LeBron James,3PT Field Goal,Backcourt,53,-172,503,0
LeBron James,2PT Field Goal,Restricted Area,2,29,5,1
LeBron James,3PT Field Goal,Above the Break 3,28,-53,285,1
LeBron James,2PT Field Goal,Restricted Area,3,-31,15,1
LeBron James,3PT Field Goal,Above the Break 3,25,151,210,0
LeBron James,2PT Field Goal,Restricted Area,2,-25,16,1
LeBron James,3PT Field Goal,Above the Break 3,26,172,206,0
LeBron James,2PT Field Goal,Restricted Area,1,-10,14,0
LeBron James,2PT Field Goal,Restricted Area,2,17,16,1
LeBron James,2PT Field Goal,Restricted Area,2,-2,29,1
LeBron James,2PT Field Goal,Restricted Area,2,9,19,1
LeBron James,3PT Field Goal,Above the Break 3,25,96,240,1
LeBron James,3PT Field Goal,Above the Break 3,26,-161,206,0
LeBron James,3PT Field Goal,Above the Break 3,25,92,236,0
LeBron James,2PT Field Goal,Restricted Area,3,10,29,0
LeBron James,2PT Field Goal,Restricted Area,2,-1,20,0
LeBron James,3PT Field Goal,Above the Break 3,25,-222,130,0
LeBron James,2PT Field Goal,Restricted Area,2,17,21,1
LeBron James,2PT Field Goal,Restricted Area,2,-1,28,1
LeBron James,2PT Field Goal,Restricted Area,1,9,16,1
LeBron James,3PT Field Goal,Above the Break 3,26,178,195,1
LeBron James,2PT Field Goal,Mid-Range,22,12,222,0
LeBron James,2PT Field Goal,Mid-Range,11,-97,70,1
LeBron James,3PT Field Goal,Above the Break 3,28,-208,188,0
LeBron James,3PT Field Goal,Above the Break 3,26,22,269,0
LeBron James,2PT Field Goal,Restricted Area,1,12,8,0
LeBron James,2PT Field Goal,Restricted Area,3,25,20,1
LeBron James,3PT Field Goal,Right Corner 3,23,232,45,0
LeBron James,2PT Field Goal,Restricted Area,1,13,4,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),8,6,87,0
LeBron James,2PT Field Goal,Restricted Area,2,-7,19,1
LeBron James,3PT Field Goal,Above the Break 3,25,-158,205,0
LeBron James,3PT Field Goal,Above the Break 3,25,126,224,1
LeBron James,3PT Field Goal,Above the Break 3,25,165,195,0
LeBron James,2PT Field Goal,Restricted Area,0,6,0,1
LeBron James,2PT Field Goal,Restricted Area,2,18,9,1
LeBron James,3PT Field Goal,Left Corner 3,23,-223,59,1
LeBron James,2PT Field Goal,Restricted Area,3,32,13,1
LeBron James,2PT Field Goal,Restricted Area,1,-6,13,1
LeBron James,2PT Field Goal,Mid-Range,20,192,78,0
LeBron James,3PT Field Goal,Above the Break 3,26,-45,257,0
LeBron James,2PT Field Goal,Mid-Range,9,-82,54,0
LeBron James,2PT Field Goal,Mid-Range,22,4,221,1
LeBron James,3PT Field Goal,Above the Break 3,27,-10,279,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),4,28,34,0
LeBron James,3PT Field Goal,Above the Break 3,26,-114,243,0
LeBron James,3PT Field Goal,Above the Break 3,26,-153,222,0
LeBron James,2PT Field Goal,In The Paint (Non-RA),8,2,80,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),12,-59,113,0
LeBron James,2PT Field Goal,Restricted Area,1,15,13,0
LeBron James,2PT Field Goal,Restricted Area,2,17,16,1
LeBron James,2PT Field Goal,Restricted Area,3,-7,34,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),6,29,61,0
LeBron James,2PT Field Goal,In The Paint (Non-RA),7,-64,44,1
LeBron James,3PT Field Goal,Above the Break 3,27,-9,277,1
LeBron James,3PT Field Goal,Above the Break 3,27,33,274,0
LeBron James,3PT Field Goal,Above the Break 3,25,132,220,0
LeBron James,3PT Field Goal,Above the Break 3,28,-134,249,0
LeBron James,2PT Field Goal,Restricted Area,1,4,15,1
LeBron James,2PT Field Goal,Restricted Area,2,11,26,1
LeBron James,2PT Field Goal,Restricted Area,2,9,22,1
LeBron James,2PT Field Goal,Restricted Area,2,21,8,1
LeBron James,3PT Field Goal,Above the Break 3,26,120,239,1
LeBron James,3PT Field Goal,Above the Break 3,25,-184,180,1
LeBron James,3PT Field Goal,Above the Break 3,26,-145,223,0
LeBron James,3PT Field Goal,Above the Break 3,26,170,201,1
LeBron James,2PT Field Goal,Restricted Area,0,-2,5,0
LeBron James,2PT Field Goal,Mid-Range,20,-9,209,1
LeBron James,2PT Field Goal,Restricted Area,3,-15,27,1
LeBron James,2PT Field Goal,Mid-Range,18,43,183,1
LeBron James,2PT Field Goal,Mid-Range,17,99,147,1
LeBron James,3PT Field Goal,Above the Break 3,26,-230,136,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),12,36,115,0
LeBron James,3PT Field Goal,Above the Break 3,25,197,162,0
LeBron James,2PT Field Goal,Restricted Area,1,10,11,1
LeBron James,3PT Field Goal,Right Corner 3,23,232,-8,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),10,6,102,1
LeBron James,2PT Field Goal,Mid-Range,10,89,62,0
LeBron James,2PT Field Goal,Restricted Area,3,-15,27,0
LeBron James,2PT Field Goal,Restricted Area,2,20,13,1
LeBron James,2PT Field Goal,Restricted Area,1,12,9,1
LeBron James,3PT Field Goal,Above the Break 3,25,-10,258,0
LeBron James,2PT Field Goal,Restricted Area,3,17,29,0
LeBron James,3PT Field Goal,Above the Break 3,25,-105,231,1
LeBron James,3PT Field Goal,Above the Break 3,27,29,269,0
LeBron James,2PT Field Goal,Restricted Area,2,9,21,1
LeBron James,3PT Field Goal,Above the Break 3,25,184,179,0
LeBron James,2PT Field Goal,Restricted Area,2,-12,19,0
LeBron James,2PT Field Goal,Restricted Area,1,15,5,1
LeBron James,2PT Field Goal,Restricted Area,2,18,15,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),5,-36,44,0
LeBron James,2PT Field Goal,Restricted Area,0,2,2,1
LeBron James,2PT Field Goal,Restricted Area,1,13,12,1
LeBron James,2PT Field Goal,Mid-Range,11,113,0,1
LeBron James,2PT Field Goal,Restricted Area,1,-9,8,1
LeBron James,3PT Field Goal,Above the Break 3,29,-151,257,0
LeBron James,2PT Field Goal,Restricted Area,2,-21,18,0
LeBron James,2PT Field Goal,Restricted Area,3,-9,34,0
LeBron James,2PT Field Goal,Restricted Area,1,12,8,1
LeBron James,3PT Field Goal,Above the Break 3,26,-69,257,0
LeBron James,2PT Field Goal,Mid-Range,10,104,8,0
LeBron James,2PT Field Goal,Restricted Area,2,25,13,1
LeBron James,2PT Field Goal,Restricted Area,1,16,10,1
LeBron James,3PT Field Goal,Above the Break 3,26,184,189,0
LeBron James,2PT Field Goal,Restricted Area,1,2,19,0
LeBron James,2PT Field Goal,Restricted Area,2,16,13,1
LeBron James,2PT Field Goal,Restricted Area,1,12,9,1
LeBron James,2PT Field Goal,Restricted Area,1,-11,3,1
LeBron James,2PT Field Goal,Mid-Range,17,-169,29,0
LeBron James,2PT Field Goal,Mid-Range,14,-94,109,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),5,47,32,1
LeBron James,2PT Field Goal,Restricted Area,1,16,9,1
LeBron James,3PT Field Goal,Left Corner 3,24,-233,78,0
LeBron James,3PT Field Goal,Above the Break 3,27,-4,274,0
LeBron James,2PT Field Goal,In The Paint (Non-RA),9,32,94,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),7,-5,71,0
LeBron James,2PT Field Goal,Restricted Area,1,10,10,1
LeBron James,2PT Field Goal,Restricted Area,3,25,20,0
LeBron James,2PT Field Goal,Restricted Area,1,-16,11,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),4,34,24,0
LeBron James,2PT Field Goal,Restricted Area,2,-18,13,0
LeBron James,2PT Field Goal,In The Paint (Non-RA),8,-27,79,1
LeBron James,3PT Field Goal,Right Corner 3,23,228,47,0
LeBron James,2PT Field Goal,Restricted Area,1,18,5,1
LeBron James,2PT Field Goal,Restricted Area,1,15,8,1
LeBron James,2PT Field Goal,Restricted Area,0,9,2,1
LeBron James,2PT Field Goal,Restricted Area,1,-10,9,0
LeBron James,3PT Field Goal,Above the Break 3,25,-154,204,1
LeBron James,2PT Field Goal,Restricted Area,3,-16,27,1
LeBron James,3PT Field Goal,Above the Break 3,25,-141,215,1
LeBron James,2PT Field Goal,Restricted Area,3,-5,36,1
LeBron James,2PT Field Goal,Restricted Area,1,-6,13,1
LeBron James,3PT Field Goal,Above the Break 3,25,-72,246,1
LeBron James,3PT Field Goal,Above the Break 3,28,168,227,0
LeBron James,3PT Field Goal,Above the Break 3,27,100,252,0
LeBron James,2PT Field Goal,In The Paint (Non-RA),4,-1,46,0
LeBron James,3PT Field Goal,Above the Break 3,27,-172,211,0
LeBron James,2PT Field Goal,Restricted Area,2,-1,26,1
LeBron James,2PT Field Goal,Restricted Area,3,-28,27,1
LeBron James,2PT Field Goal,Restricted Area,2,1,25,1
LeBron James,3PT Field Goal,Above the Break 3,27,-23,274,0
LeBron James,3PT Field Goal,Above the Break 3,26,188,180,0
LeBron James,2PT Field Goal,Mid-Range,17,125,123,1
LeBron James,2PT Field Goal,Mid-Range,20,81,185,0
LeBron James,2PT Field Goal,Restricted Area,2,18,18,0
LeBron James,2PT Field Goal,Restricted Area,3,-16,28,1
LeBron James,3PT Field Goal,Above the Break 3,26,-64,259,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),6,-33,60,1
LeBron James,2PT Field Goal,Restricted Area,1,15,12,1
LeBron James,2PT Field Goal,Restricted Area,1,-15,11,1
LeBron James,3PT Field Goal,Left Corner 3,22,-221,30,0
LeBron James,2PT Field Goal,In The Paint (Non-RA),13,-18,134,1
LeBron James,2PT Field Goal,Restricted Area,2,-9,25,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),6,20,58,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),4,34,32,1
LeBron James,2PT Field Goal,Restricted Area,0,-1,6,1
LeBron James,2PT Field Goal,Mid-Range,13,136,21,1
LeBron James,3PT Field Goal,Above the Break 3,27,-175,216,1
LeBron James,3PT Field Goal,Above the Break 3,29,-17,294,0
LeBron James,2PT Field Goal,Restricted Area,2,-1,29,1
LeBron James,2PT Field Goal,Restricted Area,2,-4,20,0
LeBron James,2PT Field Goal,In The Paint (Non-RA),4,9,40,0
LeBron James,2PT Field Goal,Restricted Area,1,0,16,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),5,-23,52,0
LeBron James,2PT Field Goal,In The Paint (Non-RA),4,23,34,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),6,-47,47,0
LeBron James,3PT Field Goal,Above the Break 3,29,-97,281,1
LeBron James,3PT Field Goal,Above the Break 3,26,-86,252,0
LeBron James,2PT Field Goal,Restricted Area,0,0,0,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),5,2,52,0
LeBron James,3PT Field Goal,Above the Break 3,25,-158,199,0
LeBron James,3PT Field Goal,Above the Break 3,26,-23,269,1
LeBron James,3PT Field Goal,Above the Break 3,27,-107,254,0
LeBron James,3PT Field Goal,Above the Break 3,27,66,263,1
LeBron James,2PT Field Goal,Restricted Area,3,-22,21,1
LeBron James,3PT Field Goal,Above the Break 3,28,-208,195,1
LeBron James,2PT Field Goal,Restricted Area,0,0,0,1
LeBron James,3PT Field Goal,Above the Break 3,25,86,239,0
LeBron James,3PT Field Goal,Left Corner 3,23,-234,37,0
LeBron James,2PT Field Goal,Restricted Area,1,10,10,1
LeBron James,2PT Field Goal,Restricted Area,1,-4,14,1
LeBron James,3PT Field Goal,Above the Break 3,25,-167,192,0
LeBron James,3PT Field Goal,Above the Break 3,25,-118,230,0
LeBron James,2PT Field Goal,Restricted Area,1,6,14,0
LeBron James,2PT Field Goal,In The Paint (Non-RA),7,70,22,1
LeBron James,2PT Field Goal,Restricted Area,0,0,0,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),10,-62,90,0
LeBron James,3PT Field Goal,Above the Break 3,25,186,179,0
LeBron James,2PT Field Goal,Mid-Range,16,-168,6,0
LeBron James,2PT Field Goal,Restricted Area,0,0,-1,0
LeBron James,3PT Field Goal,Above the Break 3,26,145,216,0
LeBron James,2PT Field Goal,Restricted Area,2,5,23,1
LeBron James,3PT Field Goal,Above the Break 3,27,-34,273,0
LeBron James,3PT Field Goal,Above the Break 3,26,-190,183,1
LeBron James,2PT Field Goal,Restricted Area,0,4,6,0
LeBron James,3PT Field Goal,Above the Break 3,27,-89,260,0
LeBron James,3PT Field Goal,Above the Break 3,27,-176,207,0
LeBron James,2PT Field Goal,Mid-Range,21,205,54,0
LeBron James,2PT Field Goal,Restricted Area,1,11,16,0
LeBron James,2PT Field Goal,In The Paint (Non-RA),7,-47,59,1
LeBron James,2PT Field Goal,Restricted Area,0,4,-1,1
LeBron James,3PT Field Goal,Above the Break 3,27,229,144,0
LeBron James,3PT Field Goal,Left Corner 3,24,-229,78,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),10,-25,100,0
LeBron James,2PT Field Goal,Restricted Area,0,6,2,1
LeBron James,2PT Field Goal,Restricted Area,1,15,8,1
LeBron James,2PT Field Goal,Mid-Range,18,-188,-3,1
LeBron James,2PT Field Goal,Restricted Area,1,-15,6,1
LeBron James,2PT Field Goal,Restricted Area,0,1,5,1
LeBron James,2PT Field Goal,Restricted Area,1,17,-1,1
LeBron James,2PT Field Goal,Restricted Area,2,23,5,1
LeBron James,2PT Field Goal,Mid-Range,15,151,16,0
LeBron James,2PT Field Goal,Restricted Area,1,7,8,0
LeBron James,2PT Field Goal,Mid-Range,17,-5,179,0
LeBron James,3PT Field Goal,Above the Break 3,26,-121,231,0
LeBron James,2PT Field Goal,Restricted Area,1,-16,-8,1
LeBron James,2PT Field Goal,Restricted Area,3,-34,3,1
LeBron James,2PT Field Goal,Mid-Range,13,-125,45,0
LeBron James,2PT Field Goal,Restricted Area,2,-20,8,1
LeBron James,2PT Field Goal,Restricted Area,2,27,1,0
LeBron James,2PT Field Goal,Restricted Area,3,31,-4,0
LeBron James,3PT Field Goal,Above the Break 3,26,-87,247,0
LeBron James,2PT Field Goal,In The Paint (Non-RA),5,-54,1,1
LeBron James,3PT Field Goal,Above the Break 3,26,-195,178,1
LeBron James,3PT Field Goal,Above the Break 3,28,-151,243,0
LeBron James,3PT Field Goal,Above the Break 3,31,-169,264,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),4,-37,16,0
LeBron James,3PT Field Goal,Above the Break 3,27,5,270,0
LeBron James,2PT Field Goal,Restricted Area,2,-25,1,0
LeBron James,2PT Field Goal,Restricted Area,3,13,33,1
LeBron James,2PT Field Goal,Restricted Area,2,-26,6,1
LeBron James,2PT Field Goal,Restricted Area,3,-37,0,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),13,-26,136,0
LeBron James,2PT Field Goal,Restricted Area,3,12,31,0
LeBron James,3PT Field Goal,Above the Break 3,24,-174,178,0
LeBron James,3PT Field Goal,Above the Break 3,25,227,113,1
LeBron James,2PT Field Goal,Restricted Area,0,0,0,1
LeBron James,3PT Field Goal,Above the Break 3,25,-181,181,0
LeBron James,2PT Field Goal,Restricted Area,2,20,15,1
LeBron James,3PT Field Goal,Above the Break 3,27,-206,179,0
LeBron James,2PT Field Goal,Restricted Area,1,-10,16,1
LeBron James,3PT Field Goal,Above the Break 3,27,110,256,1
LeBron James,3PT Field Goal,Above the Break 3,26,-210,155,1
LeBron James,3PT Field Goal,Above the Break 3,26,-69,261,1
LeBron James,3PT Field Goal,Above the Break 3,26,-184,188,0
LeBron James,2PT Field Goal,Restricted Area,3,26,18,1
LeBron James,3PT Field Goal,Above the Break 3,30,-5,306,0
LeBron James,3PT Field Goal,Above the Break 3,25,-163,201,0
LeBron James,2PT Field Goal,Restricted Area,2,18,23,1
LeBron James,2PT Field Goal,Mid-Range,19,65,188,1
LeBron James,2PT Field Goal,Mid-Range,17,163,62,1
LeBron James,2PT Field Goal,Mid-Range,21,-127,176,0
LeBron James,2PT Field Goal,In The Paint (Non-RA),4,-2,41,0
LeBron James,2PT Field Goal,Restricted Area,2,-20,22,0
LeBron James,2PT Field Goal,Restricted Area,3,-22,29,1
LeBron James,2PT Field Goal,Restricted Area,2,7,20,1
LeBron James,3PT Field Goal,Left Corner 3,22,-222,30,0
LeBron James,2PT Field Goal,Restricted Area,3,1,36,0
LeBron James,2PT Field Goal,Restricted Area,1,0,17,0
LeBron James,2PT Field Goal,Restricted Area,2,22,11,1
LeBron James,2PT Field Goal,Mid-Range,20,-183,87,0
LeBron James,3PT Field Goal,Above the Break 3,24,-189,162,0
LeBron James,2PT Field Goal,Restricted Area,3,23,29,0
LeBron James,2PT Field Goal,Mid-Range,14,-140,17,0
LeBron James,3PT Field Goal,Above the Break 3,26,-131,225,0
LeBron James,2PT Field Goal,Restricted Area,2,-16,14,1
LeBron James,2PT Field Goal,Restricted Area,1,13,5,0
LeBron James,2PT Field Goal,Restricted Area,0,0,0,1
LeBron James,2PT Field Goal,Mid-Range,13,-124,61,0
LeBron James,2PT Field Goal,Restricted Area,3,11,37,0
LeBron James,2PT Field Goal,Restricted Area,1,1,17,1
LeBron James,2PT Field Goal,Restricted Area,1,-2,15,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),5,55,18,0
LeBron James,2PT Field Goal,Restricted Area,1,-2,10,1
LeBron James,2PT Field Goal,Restricted Area,1,15,7,1
LeBron James,3PT Field Goal,Above the Break 3,25,105,233,1
LeBron James,3PT Field Goal,Above the Break 3,26,-114,236,1
LeBron James,3PT Field Goal,Above the Break 3,30,71,295,0
LeBron James,3PT Field Goal,Above the Break 3,26,-179,189,0
LeBron James,2PT Field Goal,Restricted Area,1,11,11,0
LeBron James,2PT Field Goal,Restricted Area,0,0,0,1
LeBron James,2PT Field Goal,Restricted Area,0,-6,7,1
LeBron James,3PT Field Goal,Above the Break 3,25,142,216,0
LeBron James,2PT Field Goal,Restricted Area,1,9,8,1
LeBron James,2PT Field Goal,Restricted Area,2,7,26,1
LeBron James,2PT Field Goal,Restricted Area,2,-17,16,1
LeBron James,3PT Field Goal,Above the Break 3,25,96,237,0
LeBron James,2PT Field Goal,Restricted Area,1,-13,12,0
LeBron James,3PT Field Goal,Left Corner 3,23,-233,2,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),7,-22,73,0
LeBron James,2PT Field Goal,Restricted Area,0,2,8,1
LeBron James,2PT Field Goal,Restricted Area,1,-4,14,1
LeBron James,2PT Field Goal,Restricted Area,0,0,0,0
LeBron James,3PT Field Goal,Above the Break 3,25,107,226,0
LeBron James,2PT Field Goal,Mid-Range,21,146,157,0
LeBron James,3PT Field Goal,Above the Break 3,24,-169,178,1
LeBron James,2PT Field Goal,Restricted Area,0,-7,6,1
LeBron James,3PT Field Goal,Right Corner 3,23,233,4,1
LeBron James,3PT Field Goal,Above the Break 3,30,9,302,0
LeBron James,2PT Field Goal,Mid-Range,9,-81,58,0
LeBron James,3PT Field Goal,Above the Break 3,28,-206,200,0
LeBron James,2PT Field Goal,Restricted Area,0,0,1,1
LeBron James,3PT Field Goal,Above the Break 3,30,11,309,0
LeBron James,2PT Field Goal,Mid-Range,13,-131,11,0
LeBron James,2PT Field Goal,Restricted Area,0,-4,1,1
LeBron James,2PT Field Goal,Restricted Area,1,4,11,0
LeBron James,3PT Field Goal,Above the Break 3,27,86,256,0
LeBron James,2PT Field Goal,Restricted Area,2,-7,19,1
LeBron James,3PT Field Goal,Right Corner 3,23,233,-4,0
LeBron James,2PT Field Goal,In The Paint (Non-RA),4,-20,35,0
LeBron James,2PT Field Goal,Restricted Area,3,2,34,1
LeBron James,2PT Field Goal,Restricted Area,3,-15,35,0
LeBron James,3PT Field Goal,Above the Break 3,25,-203,155,1
LeBron James,2PT Field Goal,Restricted Area,3,-25,27,0
LeBron James,2PT Field Goal,In The Paint (Non-RA),5,27,43,0
LeBron James,3PT Field Goal,Above the Break 3,25,-147,208,0
LeBron James,2PT Field Goal,In The Paint (Non-RA),4,-25,32,1
LeBron James,3PT Field Goal,Above the Break 3,26,-100,242,1
LeBron James,2PT Field Goal,Restricted Area,3,25,21,0
LeBron James,3PT Field Goal,Above the Break 3,25,-223,122,0
LeBron James,2PT Field Goal,Restricted Area,0,5,4,1
LeBron James,2PT Field Goal,In The Paint (Non-RA),11,-75,91,0
LeBron James,2PT Field Goal,Restricted Area,1,-13,7,1
LeBron James,3PT Field Goal,Above the Break 3,25,38,254,0
LeBron James,2PT Field Goal,Restricted Area,3,27,23,1
LeBron James,2PT Field Goal,Restricted Area,0,5,-1,1
LeBron James,2PT Field Goal,Restricted Area,2,20,21,0
LeBron James,2PT Field Goal,Restricted Area,1,10,10,1
LeBron James,3PT Field Goal,Above the Break 3,25,66,251,0
LeBron James,2PT Field Goal,Restricted Area,0,-5,5,1
LeBron James,2PT Field Goal,Restricted Area,0,2,2,1
LeBron James,3PT Field Goal,Above the Break 3,30,-98,285,1
LeBron James,3PT Field Goal,Above the Break 3,29,-16,296,0
LeBron James,2PT Field Goal,Restricted Area,3,6,34,1
LeBron James,2PT Field Goal,Restricted Area,1,0,18,0
LeBron James,2PT Field Goal,Restricted Area,0,0,0,1
